date,type,year,avg_price,size,nb_sold
2015-12-27,conventional,2015,0.95,small,9626901.09
2015-12-20,conventional,2015,0.98,small,8710021.76
2015-12-13,conventional,2015,0.93,small,9855053.66
2015-12-06,conventional,2015,0.89,small,9405464.36
2015-11-29,conventional,2015,0.99,small,8094803.56
2015-11-22,conventional,2015,0.96,small,8571849.8
2015-11-15,conventional,2015,0.92,small,9907981.27
2015-11-08,conventional,2015,0.97,small,9991330.31
2015-11-01,conventional,2015,0.97,small,10138703.85
2015-10-25,conventional,2015,1.04,small,8683958.8
2015-10-18,conventional,2015,0.99,small,9162094.14
2015-10-11,conventional,2015,1.0,small,8828340.53
2015-10-04,conventional,2015,1.02,small,8353619.97
2015-09-27,conventional,2015,1.03,small,8454208.8
2015-09-20,conventional,2015,1.02,small,9422275.27
2015-09-13,conventional,2015,1.03,small,9875018.48
2015-09-06,conventional,2015,1.02,small,12569277.14
2015-08-30,conventional,2015,1.07,small,11650976.87
2015-08-23,conventional,2015,1.08,small,11283021.31
2015-08-16,conventional,2015,1.05,small,12680252.48
2015-08-09,conventional,2015,1.05,small,13003371.07
2015-08-02,conventional,2015,1.09,small,12115233.76
2015-07-26,conventional,2015,1.07,small,12196225.93
2015-07-19,conventional,2015,1.07,small,12742760.17
2015-07-12,conventional,2015,1.07,small,12384449.4
2015-07-05,conventional,2015,1.04,small,15643939.37
2015-06-28,conventional,2015,1.06,small,13299568.71
2015-06-21,conventional,2015,1.02,small,14699604.93
2015-06-14,conventional,2015,0.98,small,16383685.07
2015-06-07,conventional,2015,1.0,small,16529797.6
2015-05-31,conventional,2015,1.03,small,15503613.33
2015-05-24,conventional,2015,1.04,small,16000107.8
2015-05-17,conventional,2015,1.06,small,14615941.59
2015-05-10,conventional,2015,1.02,small,16215328.75
2015-05-03,conventional,2015,0.96,small,17787611.93
2015-04-26,conventional,2015,1.07,small,13833715.28
2015-04-19,conventional,2015,1.03,small,14251319.31
2015-04-12,conventional,2015,1.02,small,14793354.18
2015-04-05,conventional,2015,1.06,small,13939014.43
2015-03-29,conventional,2015,1.04,small,12524637.04
2015-03-22,conventional,2015,1.01,small,13697405.61
2015-03-15,conventional,2015,1.04,small,13149988.71
2015-03-08,conventional,2015,1.02,small,13013750.35
2015-03-01,conventional,2015,0.97,small,13282222.98
2015-02-22,conventional,2015,1.02,small,12628562.36
2015-02-15,conventional,2015,1.03,small,12626615.3
2015-02-08,conventional,2015,0.95,small,13308193.4
2015-02-01,conventional,2015,0.89,small,18933038.04
2015-01-25,conventional,2015,1.04,small,12167445.03
2015-01-18,conventional,2015,1.03,small,11858139.34
2015-01-11,conventional,2015,1.01,small,11544810.53
2015-01-04,conventional,2015,0.95,small,12357161.34
2016-12-25,conventional,2016,1.0,small,9255125.2
2016-12-18,conventional,2016,0.96,small,9394065.91
2016-12-11,conventional,2016,0.98,small,9009996.11
2016-12-04,conventional,2016,1.0,small,11043350.9
2016-11-27,conventional,2016,1.21,small,7891487.94
2016-11-20,conventional,2016,1.27,small,8531160.52
2016-11-13,conventional,2016,1.36,small,8235135.43
2016-11-06,conventional,2016,1.44,small,7804252.91
2016-10-30,conventional,2016,1.43,small,7100458.82
2016-10-23,conventional,2016,1.34,small,7579629.06
2016-10-16,conventional,2016,1.3,small,8810664.45
2016-10-09,conventional,2016,1.27,small,9552502.48
2016-10-02,conventional,2016,1.23,small,9534915.56
2016-09-25,conventional,2016,1.22,small,10548061.13
2016-09-18,conventional,2016,1.15,small,11337829.1
2016-09-11,conventional,2016,1.08,small,12962762.94
2016-09-04,conventional,2016,1.04,small,14643465.52
2016-08-28,conventional,2016,1.09,small,12561055.5
2016-08-21,conventional,2016,1.1,small,12725249.3
2016-08-14,conventional,2016,1.12,small,12352932.68
2016-08-07,conventional,2016,1.15,small,12197105.36
2016-07-31,conventional,2016,1.23,small,10168972.37
2016-07-24,conventional,2016,1.2,small,10331314.28
2016-07-17,conventional,2016,1.15,small,10320463.27
2016-07-10,conventional,2016,1.1,small,11457080.38
2016-07-03,conventional,2016,1.06,small,12508937.27
2016-06-26,conventional,2016,1.04,small,12189035.17
2016-06-19,conventional,2016,1.02,small,13488851.61
2016-06-12,conventional,2016,1.04,small,12291686.69
2016-06-05,conventional,2016,0.97,small,13808859.16
2016-05-29,conventional,2016,0.94,small,13682611.21
2016-05-22,conventional,2016,0.93,small,11711999.81
2016-05-15,conventional,2016,0.89,small,12447598.49
2016-05-08,conventional,2016,0.82,small,14223304.98
2016-05-01,conventional,2016,0.84,small,13748944.38
2016-04-24,conventional,2016,0.87,small,12913697.19
2016-04-17,conventional,2016,0.9,small,11954487.56
2016-04-10,conventional,2016,0.9,small,12879820.47
2016-04-03,conventional,2016,0.94,small,11320969.79
2016-03-27,conventional,2016,0.94,small,11249198.4
2016-03-20,conventional,2016,0.93,small,11134390.98
2016-03-13,conventional,2016,0.93,small,11661687.44
2016-03-06,conventional,2016,0.95,small,11824154.63
2016-02-28,conventional,2016,0.91,small,11907394.72
2016-02-21,conventional,2016,0.94,small,10015825.13
2016-02-14,conventional,2016,0.88,small,11913078.3
2016-02-07,conventional,2016,0.76,small,16573573.78
2016-01-31,conventional,2016,0.93,small,11098088.49
2016-01-24,conventional,2016,0.95,small,7020459.0
2016-01-17,conventional,2016,0.94,small,10036597.84
2016-01-10,conventional,2016,0.93,small,11441286.89
2016-01-03,conventional,2016,0.86,small,11616506.17
2017-12-31,conventional,2017,0.98,small,13109617.49
2017-12-24,conventional,2017,1.18,small,10027319.18
2017-12-17,conventional,2017,1.07,small,10704214.26
2017-12-10,conventional,2017,1.03,small,11943914.54
2017-12-03,conventional,2017,1.09,small,11746980.0
2017-11-26,conventional,2017,1.24,small,9175316.0
2017-11-19,conventional,2017,1.17,small,11173132.0
2017-11-12,conventional,2017,1.15,small,11512837.0
2017-11-05,conventional,2017,1.19,small,11042128.27
2017-10-29,conventional,2017,1.29,small,10596902.91
2017-10-22,conventional,2017,1.44,small,9607586.96
2017-10-15,conventional,2017,1.58,small,8769357.86
2017-10-08,conventional,2017,1.65,small,8911144.2
2017-10-01,conventional,2017,1.64,small,8342407.59
2017-09-24,conventional,2017,1.62,small,8652381.39
2017-09-17,conventional,2017,1.57,small,9153158.54
2017-09-10,conventional,2017,1.56,small,9496485.27
2017-09-03,conventional,2017,1.57,small,9775062.87
2017-08-27,conventional,2017,1.47,small,10735709.61
2017-08-20,conventional,2017,1.41,small,10507928.78
2017-08-13,conventional,2017,1.33,small,10952703.84
2017-08-06,conventional,2017,1.33,small,11292580.44
2017-07-30,conventional,2017,1.32,small,11112191.11
2017-07-23,conventional,2017,1.31,small,11391055.98
2017-07-16,conventional,2017,1.33,small,11155465.9
2017-07-09,conventional,2017,1.17,small,13009944.14
2017-07-02,conventional,2017,1.21,small,12623188.5
2017-06-25,conventional,2017,1.17,small,12901031.63
2017-06-18,conventional,2017,1.18,small,12975373.48
2017-06-11,conventional,2017,1.21,small,13490545.5
2017-06-04,conventional,2017,1.24,small,13248334.78
2017-05-28,conventional,2017,1.28,small,12841952.21
2017-05-21,conventional,2017,1.26,small,12120948.7
2017-05-14,conventional,2017,1.19,small,12807836.17
2017-05-07,conventional,2017,1.09,small,17076650.82
2017-04-30,conventional,2017,1.18,small,13316594.36
2017-04-23,conventional,2017,1.18,small,12236713.41
2017-04-16,conventional,2017,1.23,small,12311055.17
2017-04-09,conventional,2017,1.21,small,12091315.22
2017-04-02,conventional,2017,1.21,small,12245520.55
2017-03-26,conventional,2017,1.24,small,11737559.6
2017-03-19,conventional,2017,1.25,small,10975689.78
2017-03-12,conventional,2017,1.22,small,11228357.23
2017-03-05,conventional,2017,1.13,small,11335275.58
2017-02-26,conventional,2017,0.99,small,13173668.36
2017-02-19,conventional,2017,0.99,small,11321732.4
2017-02-12,conventional,2017,0.87,small,15051951.54
2017-02-05,conventional,2017,0.77,small,22743616.17
2017-01-29,conventional,2017,0.96,small,14034075.77
2017-01-22,conventional,2017,0.94,small,14254150.46
2017-01-15,conventional,2017,0.98,small,12936858.36
2017-01-08,conventional,2017,0.99,small,11809727.7
2017-01-01,conventional,2017,0.89,small,12707894.99
2018-03-25,conventional,2018,1.03,small,14130799.1
2018-03-18,conventional,2018,1.05,small,13707389.51
2018-03-11,conventional,2018,1.09,small,14089091.05
2018-03-04,conventional,2018,1.07,small,14439547.46
2018-02-25,conventional,2018,1.06,small,13829857.87
2018-02-18,conventional,2018,1.08,small,13262751.42
2018-02-11,conventional,2018,0.97,small,15870677.7
2018-02-04,conventional,2018,0.87,small,21620180.9
2018-01-28,conventional,2018,1.09,small,14551799.5
2018-01-21,conventional,2018,1.08,small,14218843.83
2018-01-14,conventional,2018,1.2,small,12600918.24
2018-01-07,conventional,2018,1.13,small,13730992.75
2015-12-27,organic,2015,1.52,small,89709.92
2015-12-20,organic,2015,1.53,small,93849.3
2015-12-13,organic,2015,1.43,small,91837.92
2015-12-06,organic,2015,1.52,small,90203.21
2015-11-29,organic,2015,1.5,small,79215.51
2015-11-22,organic,2015,1.49,small,95222.99
2015-11-15,organic,2015,1.6,small,109494.19
2015-11-08,organic,2015,1.54,small,167254.55
2015-11-01,organic,2015,1.47,small,113380.29
2015-10-25,organic,2015,1.62,small,109006.18
2015-10-18,organic,2015,1.71,small,108697.64
2015-10-11,organic,2015,1.69,small,93015.27
2015-10-04,organic,2015,1.72,small,95393.58
2015-09-27,organic,2015,1.75,small,114590.38
2015-09-20,organic,2015,1.77,small,126318.13
2015-09-13,organic,2015,1.8,small,133928.36
2015-09-06,organic,2015,1.78,small,132181.77
2015-08-30,organic,2015,1.66,small,150924.97
2015-08-23,organic,2015,1.72,small,176723.74
2015-08-16,organic,2015,1.75,small,150876.8
2015-08-09,organic,2015,1.0,small,170184.0
2015-08-02,organic,2015,1.0,small,164126.0
2015-07-26,organic,2015,1.0,small,169940.0
2015-07-19,organic,2015,1.0,small,159752.0
2015-07-12,organic,2015,1.0,small,178871.0
2015-07-05,organic,2015,1.0,small,205073.0
2015-06-28,organic,2015,1.64,small,192182.13
2015-06-21,organic,2015,1.66,small,202071.06
2015-06-14,organic,2015,1.68,small,203021.68
2015-06-07,organic,2015,1.67,small,200483.4
2015-05-31,organic,2015,1.58,small,205250.19
2015-05-24,organic,2015,1.59,small,234692.14
2015-05-17,organic,2015,1.5,small,246278.31
2015-05-10,organic,2015,1.42,small,251602.18
2015-05-03,organic,2015,1.37,small,323883.65
2015-04-26,organic,2015,1.45,small,321733.2
2015-04-19,organic,2015,1.59,small,215283.51
2015-04-12,organic,2015,1.53,small,202491.27
2015-04-05,organic,2015,1.63,small,197746.89
2015-03-29,organic,2015,1.6,small,193273.88
2015-03-22,organic,2015,1.49,small,237139.46
2015-03-15,organic,2015,1.5,small,235569.01
2015-03-08,organic,2015,1.49,small,253078.17
2015-03-01,organic,2015,1.4,small,361996.84
2015-02-22,organic,2015,1.51,small,272594.88
2015-02-15,organic,2015,1.58,small,207650.64
2015-02-08,organic,2015,1.48,small,215657.99
2015-02-01,organic,2015,1.36,small,302561.47
2015-01-25,organic,2015,1.53,small,207494.87
2015-01-18,organic,2015,1.42,small,254319.58
2015-01-11,organic,2015,1.42,small,270966.74
2015-01-04,organic,2015,1.46,small,233286.13
2016-12-25,organic,2016,1.34,small,93875.25
2016-12-18,organic,2016,1.43,small,97661.23
2016-12-11,organic,2016,1.42,small,93027.82
2016-12-04,organic,2016,1.56,small,106472.53
2016-11-27,organic,2016,1.64,small,100240.54
2016-11-20,organic,2016,1.63,small,110737.55
2016-11-13,organic,2016,1.7,small,110018.79
2016-11-06,organic,2016,1.68,small,117317.9
2016-10-30,organic,2016,1.93,small,123815.8
2016-10-23,organic,2016,1.63,small,131203.12
2016-10-16,organic,2016,1.5,small,114303.56
2016-10-09,organic,2016,1.52,small,127092.78
2016-10-02,organic,2016,1.71,small,131467.24
2016-09-25,organic,2016,1.69,small,119993.58
2016-09-18,organic,2016,1.67,small,127014.67
2016-09-11,organic,2016,1.52,small,144991.21
2016-09-04,organic,2016,1.54,small,137842.79
2016-08-28,organic,2016,1.49,small,135742.77
2016-08-21,organic,2016,1.51,small,177591.96
2016-08-14,organic,2016,1.48,small,186697.3
2016-08-07,organic,2016,1.55,small,151179.99
2016-07-31,organic,2016,1.58,small,156417.33
2016-07-24,organic,2016,1.65,small,159151.31
2016-07-17,organic,2016,1.63,small,152828.51
2016-07-10,organic,2016,1.51,small,152994.7
2016-07-03,organic,2016,1.47,small,159903.0
2016-06-26,organic,2016,1.5,small,171054.38
2016-06-19,organic,2016,1.45,small,166983.45
2016-06-12,organic,2016,1.45,small,176286.36
2016-06-05,organic,2016,1.43,small,152105.91
2016-05-29,organic,2016,1.41,small,137449.41
2016-05-22,organic,2016,1.36,small,166883.21
2016-05-15,organic,2016,1.45,small,146037.3
2016-05-08,organic,2016,1.3,small,132225.28
2016-05-01,organic,2016,1.28,small,238992.91
2016-04-24,organic,2016,1.25,small,225429.09
2016-04-17,organic,2016,1.38,small,115155.65
2016-04-10,organic,2016,1.26,small,108747.34
2016-04-03,organic,2016,1.44,small,119283.9
2016-03-27,organic,2016,1.44,small,112620.05
2016-03-20,organic,2016,1.27,small,105069.07
2016-03-13,organic,2016,1.29,small,132040.04
2016-03-06,organic,2016,1.28,small,127184.88
2016-02-28,organic,2016,1.44,small,110120.49
2016-02-21,organic,2016,1.45,small,104135.94
2016-02-14,organic,2016,1.37,small,102897.63
2016-02-07,organic,2016,1.44,small,101408.79
2016-01-31,organic,2016,1.43,small,108929.21
2016-01-24,organic,2016,1.41,small,99316.69
2016-01-17,organic,2016,1.44,small,115992.81
2016-01-10,organic,2016,1.35,small,113867.63
2016-01-03,organic,2016,1.43,small,124799.63
2017-12-31,organic,2017,1.52,small,120545.76
2017-12-24,organic,2017,1.64,small,103199.55
2017-12-17,organic,2017,1.57,small,94905.86
2017-12-10,organic,2017,1.54,small,94279.26
2017-12-03,organic,2017,1.62,small,99317.88
2017-11-26,organic,2017,1.72,small,77759.93
2017-11-19,organic,2017,1.77,small,88110.88
2017-11-12,organic,2017,1.81,small,93312.94
2017-11-05,organic,2017,1.82,small,88073.16
2017-10-29,organic,2017,1.84,small,88668.95
2017-10-22,organic,2017,1.82,small,89301.75
2017-10-15,organic,2017,1.85,small,103557.18
2017-10-08,organic,2017,1.9,small,100744.58
2017-10-01,organic,2017,1.95,small,100319.38
2017-09-24,organic,2017,1.94,small,116338.61
2017-09-17,organic,2017,2.0,small,140979.17
2017-09-10,organic,2017,2.03,small,114942.21
2017-09-03,organic,2017,2.06,small,113516.0
2017-08-27,organic,2017,2.09,small,112812.39
2017-08-20,organic,2017,1.96,small,108658.66
2017-08-13,organic,2017,1.88,small,98007.24
2017-08-06,organic,2017,1.83,small,112592.04
2017-07-30,organic,2017,1.78,small,100332.24
2017-07-23,organic,2017,1.76,small,113467.66
2017-07-16,organic,2017,1.78,small,94267.55
2017-07-09,organic,2017,1.71,small,109023.66
2017-07-02,organic,2017,1.74,small,128156.1
2017-06-25,organic,2017,1.77,small,123317.1
2017-06-18,organic,2017,1.71,small,169434.58
2017-06-11,organic,2017,1.56,small,160841.97
2017-06-04,organic,2017,1.64,small,165665.93
2017-05-28,organic,2017,1.69,small,163384.37
2017-05-21,organic,2017,1.71,small,166985.41
2017-05-14,organic,2017,1.55,small,164697.92
2017-05-07,organic,2017,1.57,small,172722.76
2017-04-30,organic,2017,1.68,small,199039.61
2017-04-23,organic,2017,1.61,small,152604.41
2017-04-16,organic,2017,1.49,small,176684.11
2017-04-09,organic,2017,1.43,small,148803.12
2017-04-02,organic,2017,1.42,small,183101.86
2017-03-26,organic,2017,1.29,small,160491.66
2017-03-19,organic,2017,1.5,small,172196.56
2017-03-12,organic,2017,1.38,small,152896.45
2017-03-05,organic,2017,1.16,small,184006.16
2017-02-26,organic,2017,1.21,small,150448.17
2017-02-19,organic,2017,1.31,small,250591.21
2017-02-12,organic,2017,1.41,small,136636.34
2017-02-05,organic,2017,1.36,small,136100.39
2017-01-29,organic,2017,1.43,small,131808.29
2017-01-22,organic,2017,1.37,small,115700.02
2017-01-15,organic,2017,1.44,small,121132.79
2017-01-08,organic,2017,1.43,small,117721.87
2017-01-01,organic,2017,1.48,small,99820.77
2018-03-25,organic,2018,1.55,small,121007.94
2018-03-18,organic,2018,1.54,small,170801.85
2018-03-11,organic,2018,1.52,small,129169.72
2018-03-04,organic,2018,1.52,small,142345.03
2018-02-25,organic,2018,1.57,small,122912.97
2018-02-18,organic,2018,1.52,small,246515.35
2018-02-11,organic,2018,1.56,small,98465.26
2018-02-04,organic,2018,1.53,small,117922.52
2018-01-28,organic,2018,1.61,small,118616.17
2018-01-21,organic,2018,1.63,small,108705.28
2018-01-14,organic,2018,1.59,small,145680.62
2018-01-07,organic,2018,1.51,small,129541.43
2015-12-27,conventional,2015,0.95,large,10197890.05
2015-12-20,conventional,2015,0.98,large,9329861.85
2015-12-13,conventional,2015,0.93,large,10805838.91
2015-12-06,conventional,2015,0.89,large,12160838.62
2015-11-29,conventional,2015,0.99,large,9003178.41
2015-11-22,conventional,2015,0.96,large,10389879.59
2015-11-15,conventional,2015,0.92,large,11699787.51
2015-11-08,conventional,2015,0.97,large,12199657.4
2015-11-01,conventional,2015,0.97,large,14229286.82
2015-10-25,conventional,2015,1.04,large,11410478.34
2015-10-18,conventional,2015,0.99,large,14082539.61
2015-10-11,conventional,2015,1.0,large,13326573.45
2015-10-04,conventional,2015,1.02,large,13775651.69
2015-09-27,conventional,2015,1.03,large,13819912.63
2015-09-20,conventional,2015,1.02,large,13846044.56
2015-09-13,conventional,2015,1.03,large,14888077.69
2015-09-06,conventional,2015,1.02,large,14245598.38
2015-08-30,conventional,2015,1.07,large,11995960.83
2015-08-23,conventional,2015,1.08,large,12551529.7
2015-08-16,conventional,2015,1.05,large,12998327.25
2015-08-09,conventional,2015,1.05,large,13926692.62
2015-08-02,conventional,2015,1.09,large,12219014.12
2015-07-26,conventional,2015,1.07,large,12009228.05
2015-07-19,conventional,2015,1.07,large,12605457.17
2015-07-12,conventional,2015,1.07,large,12403360.2
2015-07-05,conventional,2015,1.04,large,14213650.06
2015-06-28,conventional,2015,1.06,large,11505999.24
2015-06-21,conventional,2015,1.02,large,13244466.6
2015-06-14,conventional,2015,0.98,large,12821015.03
2015-06-07,conventional,2015,1.0,large,12582265.21
2015-05-31,conventional,2015,1.03,large,11599634.02
2015-05-24,conventional,2015,1.04,large,12513821.19
2015-05-17,conventional,2015,1.06,large,11003341.22
2015-05-10,conventional,2015,1.02,large,13509064.65
2015-05-03,conventional,2015,0.96,large,16602589.04
2015-04-26,conventional,2015,1.07,large,10867403.08
2015-04-19,conventional,2015,1.03,large,12277858.78
2015-04-12,conventional,2015,1.02,large,11210544.11
2015-04-05,conventional,2015,1.06,large,11526980.36
2015-03-29,conventional,2015,1.04,large,11541041.35
2015-03-22,conventional,2015,1.01,large,12659784.83
2015-03-15,conventional,2015,1.04,large,10634070.76
2015-03-08,conventional,2015,1.02,large,10973972.6
2015-03-01,conventional,2015,0.97,large,13733124.48
2015-02-22,conventional,2015,1.02,large,11354281.64
2015-02-15,conventional,2015,1.03,large,9783489.59
2015-02-08,conventional,2015,0.95,large,13381347.54
2015-02-01,conventional,2015,0.89,large,18956479.74
2015-01-25,conventional,2015,1.04,large,10734652.82
2015-01-18,conventional,2015,1.03,large,11701947.8
2015-01-11,conventional,2015,1.01,large,12134773.38
2015-01-04,conventional,2015,0.95,large,13624083.05
2016-12-25,conventional,2016,1.0,large,10282925.61
2016-12-18,conventional,2016,0.96,large,10339168.2
2016-12-11,conventional,2016,0.98,large,9967220.02
2016-12-04,conventional,2016,1.0,large,9908982.97
2016-11-27,conventional,2016,1.21,large,7337341.77
2016-11-20,conventional,2016,1.27,large,8033510.82
2016-11-13,conventional,2016,1.36,large,7759608.21
2016-11-06,conventional,2016,1.44,large,7126936.31
2016-10-30,conventional,2016,1.43,large,6852046.35
2016-10-23,conventional,2016,1.34,large,8104522.26
2016-10-16,conventional,2016,1.3,large,8855072.75
2016-10-09,conventional,2016,1.27,large,9579338.98
2016-10-02,conventional,2016,1.23,large,9123897.74
2016-09-25,conventional,2016,1.22,large,9255913.78
2016-09-18,conventional,2016,1.15,large,9481313.14
2016-09-11,conventional,2016,1.08,large,10380438.09
2016-09-04,conventional,2016,1.04,large,11083513.46
2016-08-28,conventional,2016,1.09,large,10420973.0
2016-08-21,conventional,2016,1.1,large,9906498.51
2016-08-14,conventional,2016,1.12,large,10879341.61
2016-08-07,conventional,2016,1.15,large,10731379.56
2016-07-31,conventional,2016,1.23,large,10423957.83
2016-07-24,conventional,2016,1.2,large,10795751.15
2016-07-17,conventional,2016,1.15,large,10628872.6
2016-07-10,conventional,2016,1.1,large,11677528.0
2016-07-03,conventional,2016,1.06,large,13315901.42
2016-06-26,conventional,2016,1.04,large,12029918.6
2016-06-19,conventional,2016,1.02,large,12842698.33
2016-06-12,conventional,2016,1.04,large,11533969.83
2016-06-05,conventional,2016,0.97,large,13396651.73
2016-05-29,conventional,2016,0.94,large,13829591.06
2016-05-22,conventional,2016,0.93,large,12981224.42
2016-05-15,conventional,2016,0.89,large,14437190.03
2016-05-08,conventional,2016,0.82,large,17896391.6
2016-05-01,conventional,2016,0.84,large,15899858.37
2016-04-24,conventional,2016,0.87,large,14382184.8
2016-04-17,conventional,2016,0.9,large,12896366.58
2016-04-10,conventional,2016,0.9,large,11538132.36
2016-04-03,conventional,2016,0.94,large,11512621.85
2016-03-27,conventional,2016,0.94,large,12745266.73
2016-03-20,conventional,2016,0.93,large,13727453.57
2016-03-13,conventional,2016,0.93,large,13104887.66
2016-03-06,conventional,2016,0.95,large,12196587.24
2016-02-28,conventional,2016,0.91,large,13210854.56
2016-02-21,conventional,2016,0.94,large,12003751.56
2016-02-14,conventional,2016,0.88,large,13187973.29
2016-02-07,conventional,2016,0.76,large,20470572.61
2016-01-31,conventional,2016,0.93,large,13278053.61
2016-01-24,conventional,2016,0.95,large,14054367.5
2016-01-17,conventional,2016,0.94,large,13832256.04
2016-01-10,conventional,2016,0.93,large,13226088.66
2016-01-03,conventional,2016,0.86,large,16054083.86
2017-12-31,conventional,2017,0.98,large,13197460.59
2017-12-24,conventional,2017,1.18,large,8964247.34
2017-12-17,conventional,2017,1.07,large,9934618.43
2017-12-10,conventional,2017,1.03,large,11659897.51
2017-12-03,conventional,2017,1.09,large,10905968.0
2017-11-26,conventional,2017,1.24,large,7312239.0
2017-11-19,conventional,2017,1.17,large,7847059.0
2017-11-12,conventional,2017,1.15,large,9994648.0
2017-11-05,conventional,2017,1.19,large,9774987.75
2017-10-29,conventional,2017,1.29,large,9803569.58
2017-10-22,conventional,2017,1.44,large,8761192.74
2017-10-15,conventional,2017,1.58,large,8534404.17
2017-10-08,conventional,2017,1.65,large,7609509.9
2017-10-01,conventional,2017,1.64,large,8354516.32
2017-09-24,conventional,2017,1.62,large,8295761.93
2017-09-17,conventional,2017,1.57,large,8328241.87
2017-09-10,conventional,2017,1.56,large,8373234.08
2017-09-03,conventional,2017,1.57,large,8565265.61
2017-08-27,conventional,2017,1.47,large,8587105.6
2017-08-20,conventional,2017,1.41,large,8837219.28
2017-08-13,conventional,2017,1.33,large,11154310.29
2017-08-06,conventional,2017,1.33,large,10988313.58
2017-07-30,conventional,2017,1.32,large,11088082.78
2017-07-23,conventional,2017,1.31,large,11339580.43
2017-07-16,conventional,2017,1.33,large,11202844.97
2017-07-09,conventional,2017,1.17,large,11031218.25
2017-07-02,conventional,2017,1.21,large,10988734.57
2017-06-25,conventional,2017,1.17,large,10805961.74
2017-06-18,conventional,2017,1.18,large,11199448.6
2017-06-11,conventional,2017,1.21,large,10090861.46
2017-06-04,conventional,2017,1.24,large,10157565.24
2017-05-28,conventional,2017,1.28,large,10932970.72
2017-05-21,conventional,2017,1.26,large,10213231.95
2017-05-14,conventional,2017,1.19,large,9717257.8
2017-05-07,conventional,2017,1.09,large,13549102.59
2017-04-30,conventional,2017,1.18,large,11291149.13
2017-04-23,conventional,2017,1.18,large,10224484.11
2017-04-16,conventional,2017,1.23,large,10069354.29
2017-04-09,conventional,2017,1.21,large,10821096.24
2017-04-02,conventional,2017,1.21,large,9733584.68
2017-03-26,conventional,2017,1.24,large,9664310.82
2017-03-19,conventional,2017,1.25,large,9622711.73
2017-03-12,conventional,2017,1.22,large,9575227.17
2017-03-05,conventional,2017,1.13,large,10807889.59
2017-02-26,conventional,2017,0.99,large,11398142.68
2017-02-19,conventional,2017,0.99,large,10351148.2
2017-02-12,conventional,2017,0.87,large,12184188.37
2017-02-05,conventional,2017,0.77,large,20328161.55
2017-01-29,conventional,2017,0.96,large,11683464.54
2017-01-22,conventional,2017,0.94,large,14212881.66
2017-01-15,conventional,2017,0.98,large,12625665.39
2017-01-08,conventional,2017,0.99,large,13856934.7
2017-01-01,conventional,2017,0.89,large,14201200.68
2018-03-25,conventional,2018,1.03,large,12125711.42
2018-03-18,conventional,2018,1.05,large,11061051.69
2018-03-11,conventional,2018,1.09,large,10758039.45
2018-03-04,conventional,2018,1.07,large,11289307.37
2018-02-25,conventional,2018,1.06,large,10415463.59
2018-02-18,conventional,2018,1.08,large,10491918.44
2018-02-11,conventional,2018,0.97,large,11541844.87
2018-02-04,conventional,2018,0.87,large,20445501.03
2018-01-28,conventional,2018,1.09,large,12119884.61
2018-01-21,conventional,2018,1.08,large,13929702.12
2018-01-14,conventional,2018,1.2,large,11866197.84
2018-01-07,conventional,2018,1.13,large,10781339.21
2015-12-27,organic,2015,1.52,large,206198.62
2015-12-20,organic,2015,1.53,large,205909.13
2015-12-13,organic,2015,1.43,large,222314.6
